id,species,scientific,group,raritycode,pelagic,shorebird,passerine,waterfowl,perennial,vagrant,migrant,breeder,winter,X1.1,X1.2,X1.3,X1.4,X2.1,X2.2,X2.3,X2.4,X3.1,X3.2,X3.3,X3.4,X4.1,X4.2,X4.3,X4.4,X5.1,X5.2,X5.3,X5.4,X6.1,X6.2,X6.3,X6.4,X7.1,X7.2,X7.3,X7.4,X8.1,X8.2,X8.3,X8.4,X9.1,X9.2,X9.3,X9.4,X10.1,X10.2,X10.3,X10.4,X11.1,X11.2,X11.3,X11.4,X12.1,X12.2,X12.3,X12.4,presence
52,Black-throated Gray Warbler,Setophaga nigrescens,Warblers,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00052521,0,0,0,0.001522456,0.000652742,0,0,0,0,0,0.000720388,0,0,0,0,0,7.12666E-05
53,Black-throated Green Warbler,Setophaga virens,Warblers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003320808,0.017801047,0.062678605,0.063316583,0.035779398,0.007327685,0.002285714,0.001764706,0.000523471,0,0,0,0,0.000727802,0.000890472,0.001257862,0.008759636,0.023371849,0.043831169,0.09057072,0.112922347,0.116975387,0.131853786,0.079085573,0.025880661,0.006936675,0,0,0,0.001719198,0,0,0,0,0.017491274
54,Black Guillemot,Cepphus grylle,Alcids,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002292,4.775E-06
55,Black Rail,Laterallus jamaicensis,Rails,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000418848,0.002756239,0.001005025,0.000683683,0.001144951,0.002285714,0.002941176,0.003705991,0.016493056,0.000560538,0.000590667,0,0,0,0,0.000350385,0.000262605,0,0,0,0.000253743,0,0,0,0.000895055,0,0,0.000358938,0,0,0,0,0,0.000723054
56,Black Scoter,Melanitta americana,Seaduck,1,0,0,0,1,1,0,0,1,1,0.0751305,0.061816031,0.068965517,0.063795424,0.076997423,0.070464274,0.042846064,0.078971818,0.083094556,0.094918504,0.090961428,0.072143832,0.067200458,0.045294118,0.03472599,0.020104712,0.027433797,0.034170854,0.034184139,0.024272956,0.021714286,0.019411765,0.027794935,0.024305556,0.028587444,0.025398701,0.023516836,0.013464338,0.016028495,0.014255765,0.014716188,0.011817227,0.009415584,0.017679901,0.036455246,0.039330119,0.064947781,0.09514983,0.111790079,0.139181025,0.134681583,0.10119403,0.11988514,0.110601719,0.086583463,0.099088838,0.079503106,0.07586523,0.056872013
57,Black Skimmer,Rynchops niger,Gulls/Terns,1,0,0,0,0,0,0,1,1,0,0.000372856,0,0.000251699,0,0,0,0,0,0,0,0,0,0.001143838,0.000294118,0.008138904,0.01486911,0.028195847,0.052763819,0.098222425,0.126173575,0.118857143,0.119411765,0.128474367,0.123263889,0.139013453,0.144713526,0.136290754,0.129912664,0.123775601,0.075471698,0.096005606,0.088760504,0.113961039,0.093362283,0.082691168,0.069779244,0.063642298,0.047265987,0.04457225,0.036921011,0.018072289,0.017015075,0.011127064,0.007449857,0.007410296,0.003986333,0.001242236,0.0009168,0.049454008
58,Black Swift,Cypseloides niger,Swifts,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00105042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18838E-05
59,Black Tern,Chlidonias niger,Gulls/Terns,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000418848,0.001333587,0.003832663,0.002854831,0.003663842,0.008571429,0.007058824,0.009264978,0.004340278,0.007190583,0.011813349,0.011758418,0.020742358,0.024042743,0.030188679,0.072880168,0.076418067,0.064935065,0.072270471,0.036158862,0.001522456,0.000652742,0.000617856,0,0.000223764,0,0,0,0,0,0,0,0,0.00984906
60,Black Vulture,Coragyps atratus,Vultures,1,0,0,0,0,1,0,0,1,1,0.115212528,0.090505768,0.102693179,0.099057873,0.094716495,0.112611129,0.102753005,0.098792196,0.131486788,0.13838287,0.123200921,0.141329085,0.16499857,0.144411765,0.147042865,0.149528796,0.126119261,0.128475712,0.143345488,0.114495077,0.144,0.116470588,0.096355775,0.102864583,0.098654709,0.09746013,0.090860502,0.083697234,0.095280499,0.098113208,0.097407148,0.112657563,0.147077922,0.172456576,0.187611144,0.183455976,0.192885117,0.189063948,0.195542775,0.215931976,0.2267642,0.170447761,0.170495334,0.164469914,0.13650546,0.137813212,0.147412008,0.121934449,0.134642689
61,Blackburnian Warbler,Setophaga fusca,Warblers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00104712,0.012383311,0.025460637,0.025979945,0.005953744,0,0.00042,0.000617665,0,0,0,0,0,0,0.007127883,0.026979678,0.036764706,0.041233766,0.051799007,0.053052756,0.034255265,0.021214099,0.002162496,0.000729511,0.000223764,0,0,0,0,0,0,0,0,0.007237612
62,Blackpoll Warbler,Setophaga striata,Warblers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000628272,0.034101734,0.093467337,0.152917046,0.072818869,0.007428571,0.00042,0,0,0,0,0,0.000363901,0,0,0.000350385,0.003676471,0.028246753,0.06544665,0.090397155,0.134991119,0.167428198,0.131912264,0.078001438,0.058626091,0.04475043,0.008656716,0.006463388,0.003724928,0.000390016,0,0,0.0002292,0.024696603
63,Blue-gray Gnatcatcher,Polioptila caerulea,Gnatcatchers,1,0,0,1,0,0,0,1,1,0,0.000559284,0,0.000251699,0,0,0,0,0,0,0,0.000575705,0.006144743,0.056334001,0.228823529,0.262886598,0.280418848,0.254715184,0.193969849,0.174339107,0.129608427,0.127428571,0.118235294,0.105003088,0.076388889,0.077914798,0.087418783,0.066809193,0.077510917,0.089047195,0.128301887,0.159074982,0.181722689,0.168831169,0.169665012,0.176348548,0.113676732,0.040796345,0.023787458,0.002875629,0.003803983,0.003442341,0.000966866,0.002153625,0.000286533,0,0.000569476,0.000828157,0,0.074823232
64,Blue-headed Vireo,Vireo solitarius,Vireos,1,0,0,1,0,0,0,1,0,0,0.001408837,0,0,0.000538358,0,0,0,0,0,0,0,0,0.000571919,0.009411765,0.016277808,0.061361257,0.039817108,0.025795645,0.00752051,0.001831921,0,0,0,0,0,0,0,0,0,0,0.000350385,0.001838235,0.003571429,0.004032258,0.009780676,0.021314387,0.045691906,0.061167748,0.049245147,0.031774446,0.008605852,0.002985075,0.00143575,0.001503295,0.000563378,0.000569476,0.000414079,0,0.008528722
65,Blue-winged Teal,Anas discors,Ducks,1,0,0,0,1,0,0,1,0,0,0.004101417,0.004773736,0.005789076,0.003499327,0.002899485,0.000329272,0.00271423,0.005941468,0.010187838,0.014701182,0.028785262,0.039144288,0.070346011,0.080588235,0.070808464,0.049842932,0.022099448,0.015075377,0.011166819,0.005495764,0.001703429,0.001176471,0.00123533,0.002170139,0.001121076,0.007088009,0,0.00363901,0.003561888,0.011740042,0.033987386,0.06460084,0.103246753,0.11662531,0.122703023,0.13042375,0.123368146,0.108433735,0.08015816,0.060192437,0.040877797,0.019104478,0.02333094,0.013753582,0.010920437,0.011389522,0.004968944,0.003438001,0.032359339
66,Blue-winged Warbler,Vermivora cyanoptera,Warblers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00055883,0.000643838,0,0.001356484,0.019267016,0.040960183,0.025963149,0.021649954,0.008930616,0.010285714,0.004117647,0.004941322,0.002604167,0.001121076,0.001772002,0.002137894,0.002183406,0.011576135,0.030188679,0.046951647,0.047794118,0.044480519,0.032568238,0.017190279,0.003806141,0.002610966,0.001235712,0,0,0,0,0,0,0,0,0,0,0.008060328
67,Blue Grosbeak,Passerina caerulea,Tang/Gros/Bunt,1,0,0,1,0,0,0,1,1,0,0.000745712,0,0,0,0,0,0,0,0,0,0,0,0,0.000948824,0.006511123,0.051727749,0.13069156,0.160134003,0.17023701,0.171055645,0.167428571,0.196470588,0.183446572,0.200086806,0.18441704,0.2250443,0.226082309,0.238355167,0.241763134,0.228092243,0.219691661,0.200105042,0.191558442,0.116004963,0.096917605,0.062420705,0.049608355,0.03120173,0.00790798,0.006265384,0.002581756,0.000597015,0.001079325,0.001146132,0.000780031,0,0.000414079,0,0.078573303
68,Blue Jay,Cyanocitta cristata,Corvids,1,0,0,1,0,1,0,0,1,1,0.233221477,0.202898551,0.187264032,0.21884253,0.214239691,0.224234442,0.270453664,0.183957882,0.216491563,0.210610419,0.202360391,0.226445152,0.259079211,0.291470588,0.291915355,0.305759162,0.297389979,0.247236181,0.255697356,0.206091138,0.258857143,0.244117647,0.249536751,0.22265625,0.214686099,0.203189604,0.188134687,0.164847162,0.186108638,0.175262055,0.208128942,0.240283613,0.311038961,0.351116625,0.403675163,0.470185232,0.494125326,0.489033055,0.460819554,0.385544865,0.352839931,0.260895522,0.266690596,0.27765043,0.250780031,0.29498861,0.323395445,0.245702498,0.269582275
69,Boat-tailed Grackle,Quiscalus major,Blackbirds,1,0,0,1,0,1,0,0,1,1,0.030574198,0.020112393,0.022149509,0.026110363,0.03060567,0.024366151,0.019775107,0.030349954,0.041069723,0.047299457,0.05382844,0.052116523,0.068630255,0.067352941,0.089527944,0.092356021,0.092017527,0.116582915,0.146308113,0.143118846,0.096,0.073529412,0.087090797,0.088541667,0.070627803,0.084465446,0.074291823,0.06077147,0.057880677,0.049056604,0.044148563,0.03177521,0.030194805,0.039081886,0.042975697,0.066988074,0.08191906,0.085264133,0.072609633,0.053255762,0.028399312,0.028059701,0.02333094,0.022636103,0.026521061,0.032460137,0.016977226,0.016731607,0.056246597
70,Bobolink,Dolichonyx oryzivorus,Blackbirds,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001256545,0.017908173,0.030150754,0.018687329,0.007327685,0.008,0.006470588,0.005558987,0.003702257,0.018497758,0.026580035,0.033671833,0.040029112,0.034728406,0.060796646,0.121583742,0.168592437,0.244480519,0.210297767,0.16064019,0.108601878,0.084530026,0.059932036,0.022645579,0.00783173,0.002151463,0,0.000358938,0,0,0.000569476,0,0,0.031366289
71,Bonaparte's Gull,Chroicocephalus philadelphia,Gulls/Terns,1,0,0,0,0,0,0,1,0,1,0.065063386,0.049393671,0.046564309,0.033916555,0.032860825,0.04708594,0.033346258,0.064106535,0.05730659,0.054650048,0.071675302,0.089667729,0.088075493,0.068529412,0.043407488,0.033507853,0.032577634,0.027470687,0.015268915,0.005266774,0.002285714,0.002352941,0.003088326,0.003038194,0.000560538,0.000590667,0.005879209,0.00363901,0.010685663,0.011740042,0.002102313,0.002888655,0.000649351,0.000930521,0.002371073,0.003298655,0.007180157,0.008958913,0.010783609,0.040277467,0.047762478,0.059402985,0.079684135,0.073065903,0.062792512,0.072323462,0.057971014,0.060050424,0.033251986
72,Brant,Branta bernicla,Geese,1,0,0,0,1,0,0,1,0,1,0.085943326,0.076604555,0.086836144,0.085868102,0.101159794,0.090220612,0.05447848,0.063177454,0.065902579,0.06935123,0.068221071,0.053937187,0.054618244,0.036764706,0.040965817,0.040209424,0.046294532,0.05360134,0.031905196,0.007556675,0.001714286,0.003529412,0.00123533,0.000868056,0.001681614,0.002953337,0.001068947,0.000363901,0.000445236,0.000816771,0.001751927,0.000787815,0.000324675,0.000310174,0.000592768,0.005836082,0.03035248,0.063330244,0.074766355,0.100469904,0.096815835,0.080597015,0.084350323,0.10487106,0.091263651,0.089977221,0.053830228,0.062342425,0.045226324
73,Brewer's Blackbird,Euphagus cyanocephalus,Blackbirds,1,0,0,1,0,0,1,0,0,0,0.000186428,0,0.000503398,0,0,0,0.00050126,0.000619387,0.0019454,0.000958773,0.000470639,0.000682749,0.001143838,0.000588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223764,0,0,0.001076813,0.000519628,0,0,0,0,0.000196256
74,Bridled Tern,Onychoprion anaethetus,Gulls/Terns,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000455789,0,0,0,0.000617665,0,0,0.000590667,0,0,0,0,0.001751927,0.006039916,0.005194805,0.002791563,0.000296384,0.000253743,0,0,0,0,0,0,0,0,0,0,0,0,0.000374843
75,Broad-tailed Hummingbird,Selasphorus platycercus,Hummingbirds,1,0,0,0,0,0,1,0,0,0,0.000559284,0,0.000251699,0,0,0,0,0.000309693,0.008595989,0.002237136,0.000287853,0,0.001143838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000519628,0,0,0,0,0.00028969
76,Broad-winged Hawk,Buteo platypterus,Raptors,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000863558,0,0.000571919,0.013529412,0.016820402,0.024502618,0.019432273,0.023953099,0.023245214,0.012594458,0.014857143,0.01,0.005892526,0.004570313,0.001681614,0.001181335,0.001029129,0.000727802,0.001780944,0.005428931,0.010612123,0.008403361,0.036363636,0.075992556,0.080320095,0.088809947,0.124347258,0.09514983,0.053558591,0.055940926,0.026782272,0.005074627,0.002153625,0.001432665,0,0,0,0,0.017658421
77,Brown-headed Cowbird,Molothrus ater,Blackbirds,1,0,0,1,0,1,0,0,1,1,0.080723341,0.056196392,0.050339794,0.076446837,0.078608247,0.103391505,0.106436603,0.070300403,0.098057943,0.104186641,0.121473805,0.154528903,0.223334287,0.278235294,0.29408573,0.311623037,0.315869689,0.270184255,0.289197812,0.249599267,0.277714286,0.269411765,0.244595429,0.239583333,0.228139013,0.205552274,0.167290219,0.150291121,0.142475512,0.142138365,0.144008409,0.137342437,0.097077922,0.07630273,0.06698281,0.06191322,0.080939948,0.087117702,0.080517613,0.088834191,0.098967298,0.073134328,0.073223259,0.06991404,0.051092044,0.070615034,0.068322981,0.056383223,0.143389589
78,Brown-headed Nuthatch,Sitta pusilla,Nuthatches,1,0,0,1,0,1,0,0,1,1,0.03038777,0.031351671,0.025421596,0.028532974,0.025451031,0.024695423,0.022489337,0.032208114,0.025469596,0.029082774,0.034254462,0.020254893,0.02830998,0.038529412,0.022788931,0.023246073,0.02228996,0.018592965,0.020966272,0.021754065,0.024,0.024705882,0.027794935,0.02734375,0.029147982,0.031305375,0.036344201,0.032387191,0.03650935,0.033542977,0.034337772,0.038340336,0.04512987,0.038771712,0.061647896,0.047957371,0.039164491,0.044485635,0.037742631,0.031774446,0.034853701,0.052238806,0.050251256,0.034670487,0.037051482,0.031890661,0.029813665,0.031171212,0.032301091
79,Brown Booby,Sula leucogaster,Sulidae,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000494655,0,0.000639136,0,0.005606167,0.007352941,0.007792208,0.004342432,0.002074689,0.00279117,0.003263708,0.001853568,0.005751258,0.003803983,0,0.000369851,0,0,0,0,0,0,0.000961162
80,Brown Creeper,Certhia americana,Creepers,1,0,0,1,0,0,0,1,0,1,0.043437733,0.033717835,0.02693179,0.034185734,0.028350515,0.030951597,0.030438154,0.02725302,0.025151226,0.025886865,0.030224525,0.031861629,0.026594224,0.012352941,0.005697233,0.001465969,0.000660602,0.001152596,0.000227894,0,0,0,0,0,0,0,0.001068947,0,0,0,0,0,0,0.000310174,0.000592768,0.018269475,0.049608355,0.123880136,0.106038821,0.09420452,0.067125645,0.054626866,0.046661881,0.03982808,0.044461778,0.046697039,0.060869565,0.043777218,0.025303403
81,Brown Pelican,Pelecanus occidentalis,Pelicans,1,0,0,0,0,0,0,1,1,0,0.001781693,0.000591541,0.002013592,0.000269179,0.00128866,0,0.000969368,0.00092908,0.00067192,0.000639182,0.000287853,0.001137915,0.002287675,0.002647059,0.004340749,0.004188482,0.0015241,0.006197655,0.006836828,0.016029311,0.025142857,0.028235294,0.037059914,0.061631944,0.049887892,0.078558771,0.081239979,0.076055313,0.083704363,0.047798742,0.054309741,0.049632353,0.061688312,0.058933002,0.050088915,0.039076377,0.045039164,0.050973123,0.035585909,0.034012083,0.022805508,0.014328358,0.010409189,0.007449857,0.004290172,0.001708428,0.003726708,0.003667201,0.024409819
82,Brown Thrasher,Toxostoma rufum,Mimids,1,0,0,1,0,1,0,0,1,1,0.041759881,0.03667554,0.029700478,0.043876178,0.036404639,0.035232137,0.020550601,0.025394859,0.035339064,0.035474593,0.045480714,0.052116523,0.077494996,0.148235294,0.12967987,0.12921466,0.108973138,0.114740369,0.108477666,0.111976185,0.110285714,0.101176471,0.098826436,0.100260417,0.063901345,0.088009451,0.079102084,0.066593886,0.054764025,0.050314465,0.044148563,0.054621849,0.068506494,0.087158809,0.143449911,0.18573966,0.205287206,0.189372876,0.139108555,0.118371,0.078743546,0.079402985,0.069633884,0.059312321,0.053042122,0.07118451,0.076604555,0.047215219,0.082311161
83,Buff-breasted Sandpiper,Tryngites subruficollis,Sandpiper/Allies,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000335008,0,0,0,0,0,0,0,0,0,0,0.001780944,0.00710608,0.001401542,0.017857143,0.047077922,0.026054591,0.007705987,0.001776199,0.000652742,0,0,0,0,0,0,0,0,0,0,0,0.002328087
84,Bufflehead,Bucephala albeola,Ducks,1,0,0,0,1,0,0,1,0,1,0.217375093,0.231292517,0.253209162,0.198115747,0.201997423,0.206124465,0.167894533,0.22019201,0.197389366,0.208692873,0.191421992,0.164314975,0.143551616,0.095882353,0.052088985,0.023455497,0.011811774,0.006030151,0.003418414,0.002336501,0.001714286,0.00042,0.00123533,0.000868056,0,0,0,0,0,0,0.000350385,0,0,0,0,0.000761228,0.000326371,0.001853568,0.003235083,0.034459611,0.108003442,0.179402985,0.225053841,0.255587393,0.216848674,0.241457859,0.211180124,0.215448086,0.093641703
85,Cackling Goose,Branta hutchinsii,Geese,1,0,0,0,1,0,0,1,0,1,0.010812826,0.015675836,0.015353637,0.012382234,0.010309278,0.007573263,0.007948817,0.009600496,0.010506208,0.006391818,0.002302821,0.000577151,0.000643838,0.000294118,0.000271297,0,0,0,0,0.00045798,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003101737,0.002667457,0.001268714,0.002610966,0.008958913,0.008626887,0.007607966,0.009036145,0.005671642,0.012203877,0.024355301,0.017160686,0.021070615,0.016563147,0.015585606,0.005574818
86,California Gull,Larus californicus,Gulls/Terns,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000298507,0,0,0,0,0,0,6.21891E-06
87,Calliope Hummingbird,Selasphorus calliope,Hummingbirds,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00154464,0.001078361,0,0.003012048,0.001492537,0.005384063,0.001432665,0.000580928,0,0,0,0.000302609
88,Canada Goose,Branta canadensis,Geese,1,0,0,0,1,1,0,0,1,1,0.370618941,0.394853594,0.403976844,0.404576043,0.339561856,0.347382285,0.362931369,0.419944255,0.417382999,0.403643337,0.368451353,0.378470642,0.397769517,0.362058824,0.363809007,0.363979058,0.346732711,0.32160804,0.323837739,0.282573849,0.264,0.239411765,0.222359481,0.200520833,0.225896861,0.264028352,0.285943346,0.279112082,0.290293856,0.248218029,0.244919411,0.227415966,0.264935065,0.269230769,0.303200948,0.33113423,0.374673629,0.439295644,0.429906542,0.430297606,0.418674699,0.344179104,0.387293611,0.439541547,0.387285491,0.448747153,0.457556936,0.435021774,0.344317854
89,Canada Warbler,Cardellina canadensis,Warblers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004762812,0.016750419,0.035779398,0.008243646,0,0,0,0,0,0,0,0,0.00222618,0.012578616,0.030133146,0.038340336,0.022402597,0.030707196,0.01659751,0.008373509,0.002937337,0.000308928,0,0,0,0,0,0,0,0,0,0,0.004794617
90,Canvasback,Aythya valisineria,Ducks,1,0,0,0,1,0,0,1,0,1,0.034862043,0.05530908,0.053360181,0.040915209,0.041559278,0.049061574,0.046141915,0.051409105,0.048073862,0.048897411,0.039147956,0.020710059,0.011152416,0.004705882,0.000542594,0.000747749,0.000571537,0,0,0.00022899,0.000571429,0,0.00123533,0.000434028,0.000504484,0,0,0,0.000639136,0,0,0,0,0,0,0.000507485,0.000652742,0,0.000718907,0.000671291,0,0.002089552,0.011844939,0.019484241,0.022620905,0.028473804,0.029813665,0.027045611,0.014473008
91,Cape May Warbler,Setophaga tigrina,Warblers,1,0,0,1,0,0,0,1,0,0,0,0,0.000251699,0,0,0,0,0,0,0,0,0,0,0,0,0.000209424,0.005715374,0.012897822,0.005925251,0.000767575,0.000571429,0,0,0,0,0,0,0,0,0,0.002102313,0.022321429,0.043181818,0.059243176,0.079134558,0.084750063,0.085509138,0.049119555,0.024442847,0.00604162,0.004302926,0.000895522,0.000358938,0,0,0,0,0,0.010161302
92,Carolina Chickadee,Poecile carolinensis,Tits,1,0,0,1,0,1,0,0,1,1,0.280760626,0.244306418,0.23911402,0.25679677,0.247744845,0.24958841,0.317758821,0.226076185,0.244189748,0.272291467,0.269430052,0.27446518,0.347726623,0.387647059,0.355127509,0.371727749,0.339302724,0.283752094,0.293072015,0.232653996,0.273714286,0.237058824,0.264360716,0.239583333,0.245515695,0.261075015,0.217530732,0.215793304,0.218610864,0.23312369,0.285914506,0.318277311,0.382792208,0.402295285,0.411084766,0.39583862,0.406657963,0.392647513,0.367002157,0.321995972,0.352839931,0.310149254,0.318018665,0.303151862,0.299531981,0.330296128,0.360248447,0.281916113,0.299594947
93,Carolina Wren,Thryothorus ludovicianus,Wrens,1,0,0,1,0,1,0,0,1,1,0.268456376,0.23306714,0.217216209,0.227994616,0.240979381,0.216002634,0.240791004,0.213998142,0.23782235,0.257270694,0.262521589,0.255348202,0.313411496,0.365294118,0.353228432,0.368586387,0.373975995,0.327973199,0.335232452,0.294710327,0.341714286,0.328823529,0.330450896,0.334201389,0.336883408,0.35735381,0.341528594,0.335516739,0.339269813,0.351362683,0.370707779,0.391544118,0.459415584,0.462158809,0.465323059,0.472722659,0.461814621,0.451343837,0.419482387,0.405683598,0.363166954,0.349552239,0.354630294,0.332664756,0.310062402,0.335990888,0.352380952,0.296355719,0.33449972
94,Caspian Tern,Hydroprogne caspia,Gulls/Terns,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.000322165,0,0,0,0,0,0,0.001137915,0.012296254,0.017941176,0.023874118,0.018219895,0.010097161,0.008710218,0.009343665,0.017174262,0.024571429,0.014117647,0.009882644,0.019097222,0.02073991,0.024217366,0.044361304,0.070232897,0.082813891,0.107337526,0.125087596,0.134453782,0.152922078,0.147332506,0.134854772,0.172798782,0.183420366,0.138090825,0.114306254,0.041172522,0.010757315,0.002089552,0.000717875,0.000573066,0,0,0,0,0.039480541
95,Cattle Egret,Bubulcus ibis,Herons/Egrets,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.000309693,0,0,0.003316062,0.00295858,0.007434944,0.020882353,0.02034726,0.024712042,0.02000381,0.026633166,0.017775752,0.021525074,0.026857143,0.028823529,0.029030266,0.049045139,0.040358744,0.031896043,0.039016569,0.045487627,0.039626002,0.04360587,0.03679047,0.03335084,0.018831169,0.017059553,0.009780676,0.010149708,0.007832898,0.008032129,0.019051042,0.01029313,0.014199656,0.004477612,0.005025126,0.001146132,0.001560062,0,0.000414079,0,0.015367499
